card_description_id,card_id,subject_id,card_subject_description
262,53,2,"Nói đến tiền bạc thì lá bài này có thể là một thông điệp buồn. Nhưng nhớ rằng sợ hãi sẽ không giúp ích gì cho bạn cả. Hãy xem xét tình hình, không nao núng, sau đó nghĩ xem cần phải làm gì, từng bước một. Nếu tình hình hoàn toàn “bi đát”, đừng nên cố tưởng tượng ra viễn cảnh xa xôi. Hãybắt đầu với những gì trong tầm tay, ngay cả những việc nhỏ như bữa ăn sắp tới của bạn sẽ có những món gì. Đừng để lòng tự tôn ngăn bạnđưa ra lời yêu cầu giúp đỡ tài chính trong lúc này. Để người khác giúp bạn cũng là đem lại cho họ niềm vui đấy."
263,53,3,"Lá bài này không phải là hồi chuông báo tử dành cho một mối quan hệ, nhưng nó là lời cảnh báo rằng mối quan hệ đang gặp nhiều khó khăn và hai bên đang chịu nhiều đau khổ. Để chomột mối quan hệ tình cảm tồn tại và đơm hoa, cả hai cần sẵn sàng hành động, trò chuyện và suy nghĩ về mối quan hệ đấy. Bạn có thể thấy rằng một người mà bạn nghĩ rằng quan tâm đến bạn thật ra lại không yêu bạn như bạn đã nghĩ. Nếu đó chính là vấn đề mà bạn đang mắc phải, vậy thì thì đừng chỉ ôm nỗi đau trong lòng cho riêng mình và cũng đừng đau buồn quá lâu. Bạn đang tìm được hướng đi đúng đắn cho mối quan hệ tình cảm phù hợp cho bạn đấy. Chúng ta không thể buộc mọi thứ diễn ra theo ý mình hay đòi hỏi một người nào đó quan tâm đến bạn nếu tự thâm tâm họ không muốn. Một người yêu đích thực sẽ luôn quan tâm – theo cách riêng của họ và hoàn toàn tự nguyện – mà không cần bạn phải nói hay yêu cầu."
264,53,4,"Cảm xúc hay cái tôi của bạn sẽ bị tổn thương vì một vấn đề liên quan đến công việc. Hãy cố gắng ghi nhớ điều này:cuộc sống của bạn không chỉ (cũng không nên) toàn bao gồm những gì bạn hiểu rõ và làm tốt. Sẽ có lúc bạn cần đến một vài sự trợ giúp để tiếp cận với công việc tốt hơn, và khi đó đừng ngần ngại đưa ra lời yêu cầu. Nếu bạn đang trong giai đoạn tìm kiếm công việc, có thể bạn phải thử chuyển sang một lĩnh vực khác với định hướng mà bạn đang đeo đuổi. Hãy kiên trì!"
265,53,5,"Đây không phải là lúc nhân nhượng cho những sự kiện, ý tưởng, tình huống, hay những người áp đặt tư tưởng tinh thần của họvào cuộc sống của bạn. Bạn cần có thời gian để tạo ra những điều mới mẻ cho bản thân, cho trái tim, cảm xúc, tinh thần. Tạo không gian cho một mình bạnlúc này là tốt nhất. Bạn đã làm tất cả những nghi thức chữa lành hay giải phóng tinh thần thoải mái mà bạn cần phải làm chưa? Câu trả lời mà bạn tìm kiếm đang ở bên trong bạn, mặc dù bạn có thể cần giúp đỡ để tìm ra chúng. Hãy nói chuyện với ai đó mà bạn tin tưởng."
266,54,1,"Lá bài này trong một câu hỏi bối cảnh về sức khỏe chính là thông điệp nhắc nhở bạn hãy hạnh phúc với những gì bạn đang có. Sức khỏe của bạn có thể không hoàn toàn được như bạn mong muốn, nhưng mặt khác, điều chắc chắn là sức khoẻ bạn vẫn tốt hơn khối người. Hãy hạnh phúc vì những gì bạn có. Lá 4 of Swords cũng có thể là lời kêu gọi sống chậm lại và nghỉ ngơi nhiều hơn. Việc gắng sức khi bạn đã quá mệt mỏi có thể làm bạn đổ bệnh hoặc bị chấn thương. Ai cũng cần được nghỉ ngơi và cần khoảng thời gian riêng tư của chính mình."
267,54,2,"Bạn cần phải có một kế hoạch khác nếu là người chịu trách nhiệm cho khác khoản chi của mình và bạn không biết làm sao để kiếm được tiền. Hãy suy nghĩ những cách thức mới để có thêm thu nhập. Nếu bạn đang làm kinh doanh và đang cho vay tiền, hãy cố gắng nhanh chóng việc thu hồi các khoản vay đó lại. Nếu bạn chờ đợi người vay tự giác trả tiền cho bạn, thì bạn có thể sẽ phải chờ đợi rất lâu. Tình hình bế tắc tài chính này sẽ không kéo dài lâu. Nếu có thể, hãy xem xét việc góp một khoản nhỏ vào một công việc, quỹ hay mối làm ăn nào đó mà bạn thấy tin tưởng, miễn là bạn có thể vui vẻ làm điều này bằng chính trái tim mình. Khi đó, bạn sẽ có thể mở ra một dòng chảy mới của sự thịnh vượng cho cuộc sống của bản thân; còn nếu không có gì xảy ra, sự ủng hộ này vẫn sẽ khiến bạn cảm thấy thoải mái dù chỉ trong thời gian ngắn về những gì mình đang nắm giữ."
268,54,3,"Nếu bạn đang trong một mối quan hệ yêu đương, bạn có thể cảm thấy bị mất kết nối đôi chút. Điều quan trọng là để cho nửa kia của bạn biết bạn đang nghĩ gì, nhưng hãy nhớ rằng cảm xúc của bạn là của riêng bạn, không phải lúc nào họ cũng phải làm cho bạn cảm thấy vui. Có thể hiện tại hai bạn chỉ cần đơn giản là tạm xa nhau một thời gian, mỗi người tự tìm cho mình không gian riêng. Đừng ngần ngại để làm như vậy. Và nếu bạn đang tìm kiếm tình yêu, thì bây giờ không phải là lúc vội vàng. Tốt hơn hết là bạn hãy tìm hiểu một cách rất, rất cụ thể và chính xác về những gì bạn đang tìm kiếm cho một mối quan hệ. Rồi cũng sẽ đến khi bạn sẽ gặp một ai đó thôi,nhưng có lẽ không phải trong thời gian này."
269,54,4,"Đây là một khoảng thời gian tuyệt vời để nghỉ phép nếu bạn có thể (thậm chí hãy cân nhắc cả việc tận hưởng cả một kỳ nghỉ cuối tuần dài hơn bình thường). Bạn cần nghỉ ngơi và suy ngẫm đôi chút. Nếu có những thứ không diễn ra như bạn mong muốn, vậy thì đừng tự làm chúng một mình, hay khiến cho mọi thứ phức tạp hơn. Đôi khi chúng ta chỉ cần kiên nhẫn với quá trình thực hiện các công việc đó. Nhưng nếu bạn không thể kiên nhẫn được, có lẽ đã đến lúc để bắt đầu tìm kiếm một vị trí hay một nghề nghiệp khác đấy."
270,54,5,"Trong bối cảnh câu hỏi về tinh thần, lá bài này cho thấy bạn đang cần không gian. Bạn cần thời gian và sự yên tĩnh để thực sự có được sự liên lạc với linh hồn của bạn và các nguồn năng lượng phổ quát xung quanh tất cả chúng ta. Ngay cả khi bạn làm việc toàn thời gian và có mười bốn đứa con, nếu bạn dành cho bản thân một sự ưu tiên, thì khi đó bạn vẫn có thể chắt chiu được một hoặc hai phút cho riêng mình. Hãy tìm kiếm, nắm bắt và tận dụng khoảng thời gian đó. Sự tỉnh táo của bạn, cũng như tâm hồn của bạn, đang kêu gọi bạn đáp ứng nhu cầu này đấy. "
271,55,1,"Bạn có thể đang căng thẳng do nhiều yếu tố khác nhau, vì thế khi lá bài này xuất hiện bạn cần phải nhẹ nhàng và chú ý đến bản thân mình nhiều hơn. Nghỉ ngơi là điều cấp thiết. Mọi cảm giác khác như lo lắng hay cảm thấy có lỗi chỉ vô ích vào lúc này. Hãy quên chúng đi."
272,55,2,"Cần phải thận trọng và kiềm chế khi xét đến vấn đề tiền bạc nếu lá bài này xuất hiện trong lượt trải bài cho câu hỏi liên quan đến khía cạnh tài chính. Hãy thể hiện sự khéo léo của mình khi cần thiết. Liệu có những thứ nào không cần thiết mà bạn có thể xem xét bán đi không? Liệu bạn có thể cắt giảm bớt chi phí nữa không? Điều quan trọng hơn cả là đừng từ bỏ. Đừng quá tự cao, không muốn đề nghị sự giúp đỡ nếu bạn thật sự cần nó. Hãy biết rằng sẽ có những người sẵn sàng hỗ trợ bạn."
273,55,3,"Thật không may khi lá 5 of Swords xuất hiện trong một trải bài liên quan về tình yêu, nó có nghĩa là xung đột trong tình yêu là viễn cảnh gần như chắc chắn. Mọi thứ có thể không diễn ra như bạn kỳ vọng trong mối quan hệ yêu đương hiện tại. Hãy suy nghĩ bình tĩnh và cẩn thận về điều gì gây ra những rạn vỡ trong mối quan hệ này. Hãy chân thật với bản thân mình trước, rồi hãy chân thật với người mình yêu. Hãy biết chấp nhận thực tế."
274,55,4,"Về công việc, lá 5 of Swords là lời cảnh báo cho thấy rằng kẻ thù lớn nhất của bạn trong công việc là chính bản thân bạn. Đừng mong đợi toàn bộ hệ thống thay đổi chỉ vì bạn tin rằng nó cần phải khác đi. Cách bạn nghĩ cũng quan trọng không kém những gì bạn nói ra. Tuy có thể bạn đang chịu đựng một vài điều bất công nào đó tại nơi làm việc, nhưng hãy đảm bảo bạn cư xử và hành động một cách phù hợp."
275,55,5,"Ngay cả khi bạn bất ngờ tìm ra những câu trả lời cho vấn đề tinh thần mà bạn đang tìm kiếm bấy lâu, thì hãy nhớ rằng chúng là những giải đáp dành cho chính bạn mà không phải người nào khác. Bạn không cần phải cố gắng chuyển hóa bất kỳ ai khác nghe theo lối suy nghĩ của bạn. Lá bài 5 of Swords cũng có thể hàm ý một sự phá vỡ trong khía cạnh tinh thần vốn không còn hiệu quả với bạn. Hãy cho bản thân mình thời gian và không gian để tìm ra những câu trả lời mới."
276,56,1,"Nếu bạn đang giải quyết các vấn đề sức khỏe, thì chuyên gia chăm sóc sức khỏe hay bác sĩ hiện tại của bạn có thể chưa phải là người tốt nhất để giúp bạn. Bạn có thể tham khảo thêm một số trung tâm hoặc phòng khám y tế uy tín ở khu vực của bạn. Ngoại trừ vấn đề sức khỏe nghiêm trọng, lá bài này có thể cho thấy rằng điều bạn thực sự cần làm là lên đường tham gia một chuyến du lịch nghỉ dưỡng hoặc trải nghiệm một sự thay đổi về cảnh quan. Hãy tìn cách đáp ứng nhu cầu này cho bản thân bạn, ngay cả khi cách duy nhất bạn có thể làm là tâm sự với người mà bạn chưa từng trò chuyện trước đây."
277,56,2,"Sự xuất hiện của lá 6 of Swords có thể hàm ý rằng tình hình tài chính của bạn đang có xu hướng thay đổi: theo hướng tốt hơn nếu bạn đang cố gắng, hoặc theo hướng tệ hơn nếu thỉnh thoảng bạn quá “bốc đồng”. Nếu bạn đang ở vế trước, bạn có thể dành cho bản thân mình những món chi tiêu nhỏ nhặt nhưng đừng quá say mê, và hãy sử dụng dòng tiền của bạn một cách khôn ngoan. Nếu bạn đang ở vế sau, hãy chuẩn bị tiếp cận với thời điểm khó khăn sắp tới. Đây không phải lúc cho những đầu tư rủi ro."
